DID,SSN,ITEMID
3218,15454205,8
3219,15454206,9
3220,15454207,10
3221,15454208,11
3222,15454209,12
3223,15454210,13
3224,15454211,14
3225,15454212,14
3226,15454213,14
3227,15454214,14
3228,15454215,14
3229,15454216,14
3230,15454217,14
3231,15454218,14
3232,15454219,14
3233,15454220,14
3234,15454221,14
3235,15454222,14
3236,15454223,14
3237,15454224,14
3238,15454225,14
3239,15454226,14
3240,15454227,14
3241,15454228,14
3242,15454229,14
3243,15454230,14
3244,15454231,14
3245,15454232,14
3246,15454233,14
3247,15454234,14
3248,15454235,14
3249,15454236,14
3250,15454237,14
3251,15454238,14
3252,15454239,14
3253,15454240,14
3254,15454241,14
3255,15454242,14
3256,15454243,14
3257,15454244,14
3258,15454245,14
3259,15454246,14
3260,15454247,14
3261,15454248,14
3262,15454249,14
3263,15454250,14
3264,15454251,14
3265,15454252,14
3266,15454253,14
3267,15454254,14
3268,15454255,14
3269,15454256,14
3270,15454257,14
3271,15454258,14
3272,15454259,14
3273,15454260,14
3274,15454261,14
3275,15454262,14
3276,15454263,14
3277,15454264,14
3278,15454265,14
3279,15454266,14
3280,15454267,14
3281,15454268,14
3282,15454269,14
3283,15454270,14
3284,15454271,14
3285,15454272,14
3286,15454273,14
3287,15454274,14
3288,15454275,14
3289,15454276,14
3290,15454277,14
3291,15454278,14
3292,15454279,14
3293,15454280,14
3294,15454281,14
3295,15454282,14
3296,15454283,14
3297,15454284,14
3298,15454285,14
3299,15454286,14
3300,15454287,14
3301,15454288,14
3302,15454289,14
3303,15454290,14
3304,15454291,14
3305,15454292,14
3306,15454293,14
3307,15454294,14
3308,15454295,14
3309,15454296,14
3310,15454297,14
3311,15454298,14
3312,15454299,14
3313,15454300,14
3314,15454301,14
3315,15454302,14
3316,15454303,14
3317,15454304,14
3318,15454305,14
3319,15454306,14
3320,15454307,14
3321,15454308,14
3322,15454309,14
3323,15454310,14
3324,15454311,14
3325,15454312,14
3326,15454313,14
3327,15454314,14
3328,15454315,14
3329,15454316,14
3330,15454317,14
3331,15454318,14
3332,15454319,14
3333,15454320,14
3334,15454321,14
3335,15454322,14
3336,15454323,14
3337,15454324,14
3338,15454325,14
3339,15454326,14
3340,15454327,14
3341,15454328,14
3342,15454329,14
3343,15454330,14
3344,15454331,14
3345,15454332,14
3346,15454333,14
3347,15454334,14
3348,15454335,14
3349,15454336,14
3350,15454337,14
3351,15454338,14
3352,15454339,14
3353,15454340,14
3354,15454341,14
3355,15454342,14
3356,15454343,14
3357,15454344,14
3358,15454345,14
3359,15454346,14
3360,15454347,14
3361,15454348,14
3362,15454349,2
3363,15454350,3
3364,15454351,4
3365,15454352,5
3366,15454353,6
3367,15454354,7
3368,15454355,8
3369,15454356,9
3370,15454357,10
3371,15454358,11
3372,15454359,12
3373,15454360,13
3374,15454361,14
3375,15454362,15
3376,15454363,16
3377,15454364,17
3378,15454365,18
3379,15454366,19
3380,15454367,20
3381,15454368,21
3382,15454369,22
3383,15454370,23
3384,15454371,24
3385,15454372,25
3386,15454373,26
3387,15454374,27
3388,15454375,28
3389,15454376,29
3390,15454377,30
3391,15454378,1
3392,15454379,2
3393,15454380,3
3394,15454381,4
3395,15454382,5
3396,15454383,6
3397,15454384,7
3398,15454385,8
3399,15454386,9
3400,15454387,10
3401,15454388,11
3402,15454389,12
3403,15454390,13
3404,15454391,14
3405,15454392,15
3406,15454393,16
3407,15454394,17
3408,15454395,18
3409,15454396,19
3410,15454397,20
3411,15454398,21
3412,15454399,22
3413,15454400,23
3414,15454401,24
3415,15454402,25
3416,15454403,26
3417,15454404,27
3418,15454405,28
3419,15454406,29
3420,15454407,30
3421,15454408,1
3422,15454409,2
3423,15454410,3
3424,15454411,4
3425,15454412,5
3426,15454413,6
3427,15454414,7
3428,15454415,8
3429,15454416,9
3430,15454417,10
3431,15454418,11
3432,15454419,12
3433,15454420,13
3434,15454421,14
3435,15454422,15
3436,15454423,16
3437,15454424,17
3438,15454425,18
3439,15454426,19
3440,15454427,20
3441,15454428,21
3442,15454429,22
3443,15454430,23
3444,15454431,24
3445,15454432,25
3446,15454433,26
3447,15454434,27
3448,15454435,28
3449,15454436,29
3450,15454437,30
3451,15454438,1
3452,15454439,2
3453,15454440,3
3454,15454441,4
3455,15454442,5
3456,15454443,6
3457,15454444,7
3458,15454445,8
3459,15454446,9
3460,15454447,10
3461,15454448,11
3462,15454449,12
3463,15454450,13
3464,15454451,14
3465,15454452,15
3466,15454453,16
3467,15454454,17
3468,15454455,18
3469,15454456,19
3470,15454457,20
3471,15454458,21
3472,15454459,22
3473,15454460,23
3474,15454461,24
3475,15454462,25
3476,15454463,26
3477,15454464,27
3478,15454465,28
3479,15454466,29
3480,15454467,30
3481,15454468,1
3482,15454469,2
3483,15454470,3
3484,15454471,4
3485,15454472,5
3486,15454473,6
3487,15454474,7
3488,15454475,8
3489,15454476,9
3490,15454477,10
3491,15454478,11
3492,15454479,12
3493,15454480,13
3494,15454481,14
3495,15454482,15
3496,15454483,16
3497,15454484,17
3498,15454485,18
3499,15454486,19
3500,15454487,20
3501,15454488,21
3502,15454489,22
3503,15454490,23
3504,15454491,24
3505,15454492,25
3506,15454493,26
3507,15454494,27
3508,15454495,28
3509,15454496,29
3510,15454497,30
3511,15454498,1
3512,15454499,2
3513,15454500,3
3514,15454501,4
3515,15454502,5
3516,15454503,6
3517,15454504,7
3518,15454505,8
3519,15454506,9
3520,15454507,10
3521,15454508,11
3522,15454509,12
3523,15454510,13
3524,15454511,14
3525,15454512,15
3526,15454513,16
3527,15454514,17
3528,15454515,18
3529,15454516,19
3530,15454517,20
3531,15454518,21
3532,15454519,22
3533,15454520,23
3534,15454521,24
3535,15454522,25
3536,15454523,26
3537,15454524,27
3538,15454525,28
3539,15454526,29
3540,15454527,30
3541,15454528,1
3542,15454529,2
3543,15454530,3
3544,15454531,4
3545,15454532,5
3546,15454533,6
3547,15454534,7
3548,15454535,8
3549,15454536,9
3550,15454537,10
3551,15454538,11
3552,15454539,12
3553,15454540,13
3554,15454541,14
3555,15454542,15
3556,15454543,16
3557,15454544,17
3558,15454545,18
3559,15454546,19
3560,15454547,20
3561,15454548,21
3562,15454549,22
3563,15454550,23
3564,15454551,24
3565,15454552,25
3566,15454553,26
3567,15454554,27
3568,15454555,28
3569,15454556,29
3570,15454557,30
3571,15454558,1
3572,15454559,2
3573,15454560,3
3574,15454561,4
3575,15454562,5
3576,15454563,6
3577,15454564,7
3578,15454565,8
3579,15454566,9
3580,15454567,10
3581,15454568,11
3582,15454569,12
3583,15454570,13
3584,15454571,14
3585,15454572,15
3586,15454573,16
3587,15454574,17
3588,15454575,18
3589,15454576,19
3590,15454577,20
3591,15454578,21
3592,15454579,22
3593,15454580,23
3594,15454581,24
3595,15454582,25
3596,15454583,26
3597,15454584,27
3598,15454585,28
3599,15454586,29
3600,15454587,30
3601,15454588,1
3602,15454589,2
3603,15454590,3
3604,15454591,4
3605,15454592,5
3606,15454593,6
3607,15454594,7
3608,15454595,8
3609,15454596,9
3610,15454597,10
3611,15454598,11
3612,15454599,12
3613,15454600,13
3614,15454601,14
3615,15454602,15
3616,15454603,16
3617,15454604,17
3618,15454605,18
3619,15454606,19
3620,15454607,20
3621,15454608,21
3622,15454609,22
3623,15454610,23
3624,15454611,24
3625,15454612,25
3626,15454613,26
3627,15454614,27
3628,15454615,28
3629,15454616,29
3630,15454617,30
3631,15454618,1
3632,15454619,2
3633,15454620,3
3634,15454621,4
3635,15454622,5
3636,15454623,6
3637,15454624,7
3638,15454625,8
3639,15454626,9
3640,15454627,10
3641,15454628,11
3642,15454629,12
3643,15454630,13
3644,15454631,14
3645,15454632,15
3646,15454633,16
3647,15454634,17
3648,15454635,18
3649,15454636,19
3650,15454637,20
3651,15454638,21
3652,15454639,22
3653,15454640,23
3654,15454641,24
3655,15454642,25
3656,15454643,26
3657,15454644,27
3658,15454645,28
3659,15454646,29
3660,15454647,30
3661,15454648,1
3662,15454649,2
3663,15454650,3
3664,15454651,4
3665,15454652,5
3666,15454653,6
3667,15454654,7
3668,15454655,8
3669,15454656,9
3670,15454657,10
3671,15454658,11
3672,15454659,12
3673,15454660,13
3674,15454661,14
3675,15454662,15
3676,15454663,16
3677,15454664,17
3678,15454665,18
3679,15454666,19
3680,15454667,20
3681,15454668,21
3682,15454669,22
3683,15454670,23
3684,15454671,24
3685,15454672,25
3686,15454673,26
3687,15454674,27
3688,15454675,28
3689,15454676,29
3690,15454677,30
3691,15454678,1
3692,15454679,2
3693,15454680,3
3694,15454681,4
3695,15454682,5
3696,15454683,6
3697,15454684,7
3698,15454685,8
3699,15454686,9
3700,15454687,10
3701,15454688,11
3702,15454689,12
3703,15454690,13
3704,15454691,14
3705,15454692,15
3706,15454693,16
3707,15454694,17
3708,15454695,18
3709,15454696,19
3710,15454697,20
3711,15454698,21
3712,15454699,22
3713,15454700,23
3714,15454701,24
3715,15454702,25
3716,15454703,26
3717,15454704,27
3718,15454705,28
3719,15454706,29
3720,15454707,30
3721,15454708,1
3722,15454709,2
3723,15454710,3
3724,15454711,4
3725,15454712,5
3726,15454713,6
3727,15454714,7
3728,15454715,8
3729,15454716,9
3730,15454717,10
3731,15454718,11
3732,15454719,12
3733,15454720,13
3734,15454721,14
3735,15454722,15
3736,15454723,16
3737,15454724,17
3738,15454725,18
3739,15454726,19
3740,15454727,20
3741,15454728,21
3742,15454729,22
3743,15454730,23
3744,15454731,24
3745,15454732,25
3746,15454733,26
3747,15454734,27
3748,15454735,28
3749,15454736,29
3750,15454737,30
3751,15454738,1
3752,15454739,2
3753,15454740,3
3754,15454741,4
3755,15454742,5
3756,15454743,6
3757,15454744,7
3758,15454745,8
3759,15454746,9
3760,15454747,10
3761,15454748,11
3762,15454749,12
3763,15454750,13
3764,15454751,14
3765,15454752,15
3766,15454753,16
3767,15454754,17
3768,15454755,18
3769,15454756,19
3770,15454757,20
3771,15454758,21
3772,15454759,22
3773,15454760,23
3774,15454761,24
3775,15454762,25
3776,15454763,26
3777,15454764,27
3778,15454765,28
3779,15454766,29
3780,15454767,30
3781,15454768,1
3782,15454769,2
3783,15454770,3
3784,15454771,4
3785,15454772,5
3786,15454773,6
3787,15454774,7
3788,15454775,8
3789,15454776,9
3790,15454777,10
3791,15454778,11
3792,15454779,12
3793,15454780,13
3794,15454781,14
3795,15454782,15
3796,15454783,16
3797,15454784,17
3798,15454785,18
3799,15454786,19
3800,15454787,20
3801,15454788,21
3802,15454789,22
3803,15454790,23
3804,15454791,24
3805,15454792,25
3806,15454793,26
3807,15454794,27
3808,15454795,28
3809,15454796,29
3810,15454797,30
3811,15454798,1
3812,15454799,2
3813,15454800,3
3814,15454801,4
3815,15454802,5
3816,15454803,6
3817,15454804,7
3818,15454805,8
3819,15454806,9
3820,15454807,10
3821,15454808,11
3822,15454809,12
3823,15454810,13
3824,15454811,14
3825,15454812,15
3826,15454813,16
3827,15454814,17
3828,15454815,18
3829,15454816,19
3830,15454817,20
3831,15454818,21
3832,15454819,22
3833,15454820,23
3834,15454821,24
3835,15454822,25
3836,15454823,26
3837,15454824,27
3838,15454825,28
3839,15454826,29
3840,15454827,30
3841,15454828,1
3842,15454829,2
3843,15454830,3
3844,15454831,4
3845,15454832,5
3846,15454833,6
3847,15454834,7
3848,15454835,8
3849,15454836,9
3850,15454837,10
3851,15454838,11
3852,15454839,12
3853,15454840,13
3854,15454841,14
3855,15454842,15
3856,15454843,16
3857,15454844,17
3858,15454845,18
3859,15454846,19
3860,15454847,20
3861,15454848,21
3862,15454849,22
3863,15454850,23
3864,15454851,24
3865,15454852,25
3866,15454853,26
3867,15454854,27
3868,15454855,28
3869,15454856,29
3870,15454857,30
3871,15454858,1
3872,15454859,2
3873,15454860,3
3874,15454861,4
3875,15454862,5
3876,15454863,6
3877,15454864,7
3878,15454865,8
3879,15454866,9
3880,15454867,10
3881,15454868,11
3882,15454869,12
3883,15454870,13
3884,15454871,14
3885,15454872,15
3886,15454873,16
3887,15454874,17
3888,15454875,18
3889,15454876,19
3890,15454877,20
3891,15454878,21
3892,15454879,22
3893,15454880,23
3894,15454881,24
3895,15454882,25
3896,15454883,26
3897,15454884,27
3898,15454885,28
3899,15454886,29
3900,15454887,30
3901,15454888,1
3902,15454889,2
3903,15454890,3
3904,15454891,4
3905,15454892,5
3906,15454893,6
3907,15454894,7
3908,15454895,8
3909,15454896,9
3910,15454897,10
3911,15454898,11
3912,15454899,12
3913,15454900,13
3914,15454901,14
3915,15454902,15
3916,15454903,16
3917,15454904,17
3918,15454905,18
3919,15454906,19
3920,15454907,20
3921,15454908,21
3922,15454909,22
3923,15454910,23
3924,15454911,24
3925,15454912,25
3926,15454913,26
3927,15454914,27
3928,15454915,28
3929,15454916,29
3930,15454917,30
3931,15454918,1
3932,15454919,2
3933,15454920,3
3934,15454921,4
3935,15454922,5
3936,15454923,6
3937,15454924,7
3938,15454925,8
3939,15454926,9
3940,15454927,10
3941,15454928,11
3942,15454929,12
3943,15454930,13
3944,15454931,14
3945,15454932,15
3946,15454933,16
3947,15454934,17
3948,15454935,18
3949,15454936,19
3950,15454937,20
3951,15454938,21
3952,15454939,22
3953,15454940,23
3954,15454941,24
3955,15454942,25
3956,15454943,26
3957,15454944,27
3958,15454945,28
3959,15454946,29
3960,15454947,30
3961,15454948,1
3962,15454949,2
3963,15454950,3
3964,15454951,4
3965,15454952,5
3966,15454953,6
3967,15454954,7
3968,15454955,8
3969,15454956,9
3970,15454957,10
3971,15454958,11
3972,15454959,12
3973,15454960,13
3974,15454961,14
3975,15454962,15
3976,15454963,16
3977,15454964,17
3978,15454965,18
3979,15454966,19
3980,15454967,20
3981,15454968,21
3982,15454969,22
3983,15454970,23
3984,15454971,24
3985,15454972,25
3986,15454973,26
3987,15454974,27
3988,15454975,28
3989,15454976,29
3990,15454977,30
3991,15454978,1
3992,15454979,2
3993,15454980,3
3994,15454981,4
3995,15454982,5
3996,15454983,6
3997,15454984,7
3998,15454985,8
3999,15454986,9
4000,15454987,10
4001,15454988,11
4002,15454989,12
4003,15454990,13
4004,15454991,14
4005,15454992,15
4006,15454993,16
4007,15454994,17
4008,15454995,18
4009,15454996,19
4010,15454997,20
4011,15454998,21
4012,15454999,22
4013,15455000,23
4014,15455001,24
4015,15455002,25
4016,15455003,26
4017,15455004,27
4018,15455005,28
4019,15455006,29
4020,15455007,30
4021,15455008,1
4022,15455009,2
4023,15455010,3
4024,15455011,4
4025,15455012,5
4026,15455013,6
4027,15455014,7
4028,15455015,8
4029,15455016,9
4030,15455017,10
4031,15455018,11
4032,15455019,12
4033,15455020,13
4034,15455021,14
4035,15455022,15
4036,15455023,16
4037,15455024,17
4038,15455025,18
4039,15455026,19
4040,15455027,20
4041,15455028,21
4042,15455029,22
4043,15455030,23
4044,15455031,24
4045,15455032,25
4046,15455033,26
4047,15455034,27
4048,15455035,28
4049,15455036,29
4050,15455037,30
4051,15455038,1
4052,15455039,2
4053,15455040,3
4054,15455041,4
4055,15455042,5
4056,15455043,6
4057,15455044,7
4058,15455045,8
4059,15455046,9
4060,15455047,10
4061,15455048,11
4062,15455049,12
4063,15455050,13
4064,15455051,14
4065,15455052,15
4066,15455053,16
4067,15455054,17
4068,15455055,18
4069,15455056,19
4070,15455057,20
4071,15455058,21
4072,15455059,22
4073,15455060,23
4074,15455061,24
4075,15455062,25
4076,15455063,26
4077,15455064,27
4078,15455065,28
4079,15455066,29
4080,15455067,30
4081,15455068,1
4082,15455069,2
4083,15455070,3
4084,15455071,4
4085,15455072,5
4086,15455073,6
4087,15455074,7
4088,15455075,8
4089,15455076,9
4090,15455077,10
4091,15455078,11
4092,15455079,12
4093,15455080,13
4094,15455081,14
4095,15455082,15
4096,15455083,16
4097,15455084,17
4098,15455085,18
4099,15455086,19
4100,15455087,20
4101,15455088,21
4102,15455089,22
4103,15455090,23
4104,15455091,24
4105,15455092,25
4106,15455093,26
4107,15455094,27
4108,15455095,28
4109,15455096,29
4110,15455097,30
4111,15455098,1
4112,15455099,2
4113,15455100,3
4114,15455101,4
4115,15455102,5
4116,15455103,6
4117,15455104,7
4118,15455105,8
4119,15455106,9
4120,15455107,10
4121,15455108,11
4122,15455109,12
4123,15455110,13
4124,15455111,14
4125,15455112,15
4126,15455113,16
4127,15455114,17
4128,15455115,18
4129,15455116,19
4130,15455117,20
4131,15455118,21
4132,15455119,22
4133,15455120,23
4134,15455121,24
4135,15455122,25
4136,15455123,26
4137,15455124,27
4138,15455125,28
4139,15455126,29
4140,15455127,30
4141,15455128,1
4142,15455129,2
4143,15455130,3
4144,15455131,4
4145,15455132,5
4146,15455133,6
4147,15455134,7
4148,15455135,8
4149,15455136,9
4150,15455137,10
4151,15455138,11
4152,15455139,12
4153,15455140,13
4154,15455141,14
4155,15455142,15
4156,15455143,16
4157,15455144,17
4158,15455145,18
4159,15455146,19
4160,15455147,20
4161,15455148,21
4162,15455149,22
4163,15455150,23
4164,15455151,24
4165,15455152,25
4166,15455153,26
4167,15455154,27
4168,15455155,28
4169,15455156,29
4170,15455157,30
4171,15455158,1
4172,15455159,2
4173,15455160,3
4174,15455161,4
4175,15455162,5
4176,15455163,6
4177,15455164,7
4178,15455165,8
4179,15455166,9
4180,15455167,10
4181,15455168,11
4182,15455169,12
4183,15455170,13
4184,15455171,14
4185,15455172,15
4186,15455173,16
4187,15455174,17
4188,15455175,18
4189,15455176,19
4190,15455177,20
4191,15455178,21
4192,15455179,22
4193,15455180,23
4194,15455181,24
4195,15455182,25
4196,15455183,26
4197,15455184,27
4198,15455185,28
4199,15455186,29
4200,15455187,30
4201,15455188,1
4202,15455189,2
4203,15455190,3
4204,15455191,4
4205,15455192,5
4206,15455193,6
4207,15455194,7
4208,15455195,8
4209,15455196,9
4210,15455197,10
4211,15455198,11
4212,15455199,12
4213,15455200,13
4214,15455201,14
4215,15455202,15
4216,15455203,16
4217,15455204,17
4218,15455205,18
4219,15455206,19
4220,15455207,20
4221,15455208,21
4222,15455209,22
4223,15455210,23
4224,15455211,24
4225,15455212,25
4226,15455213,26
4227,15455214,27
4228,15455215,28
4229,15455216,29
4230,15455217,30
4231,15455218,1
4232,15455219,2
4233,15455220,3
4234,15455221,4
4235,15455222,5
4236,15455223,6
4237,15455224,7
4238,15455225,8
4239,15455226,9
4240,15455227,10
4241,15455228,11
4242,15455229,12
4243,15455230,13
4244,15455231,14
4245,15455232,15
4246,15455233,16
4247,15455234,17
4248,15455235,18
4249,15455236,19
4250,15455237,20
4251,15455238,21
4252,15455239,22
4253,15455240,23
4254,15455241,24
4255,15455242,25
4256,15455243,26
4257,15455244,27
4258,15455245,28
4259,15455246,29
4260,15455247,30
4261,15455248,1
4262,15455249,2
4263,15455250,3
4264,15455251,4
4265,15455252,5
4266,15455253,6
4267,15455254,7
4268,15455255,8
4269,15455256,9
4270,15455257,10
4271,15455258,11
4272,15455259,12
4273,15455260,13
4274,15455261,14
4275,15455262,15
4276,15455263,16
4277,15455264,17
4278,15455265,18
4279,15455266,19
4280,15455267,20
4281,15455268,21
4282,15455269,22
4283,15455270,23
4284,15455271,24
4285,15455272,25
4286,15455273,26
4287,15455274,27
4288,15455275,28
4289,15455276,29
4290,15455277,30
4291,15455278,1
4292,15455279,2
4293,15455280,3
4294,15455281,4
4295,15455282,5
4296,15455283,6
4297,15455284,7
4298,15455285,8
4299,15455286,9
4300,15455287,10
4301,15455288,11
4302,15455289,12
4303,15455290,13
4304,15455291,14
4305,15455292,15
4306,15455293,16
4307,15455294,17
4308,15455295,18
4309,15455296,19
4310,15455297,20
4311,15455298,21
4312,15455299,22
4313,15455300,23
4314,15455301,24
4315,15455302,25
4316,15455303,26
4317,15455304,27
4318,15455305,28
4319,15455306,29
4320,15455307,30
4321,15455308,1
4322,15455309,2
4323,15455310,3
4324,15455311,4
4325,15455312,5
4326,15455313,6
4327,15455314,7
4328,15455315,8
4329,15455316,9
4330,15455317,10
4331,15455318,11
4332,15455319,12
4333,15455320,13
4334,15455321,14
4335,15455322,15
4336,15455323,16
4337,15455324,17
4338,15455325,18
4339,15455326,19
4340,15455327,20
4341,15455328,21
4342,15455329,22
4343,15455330,23
4344,15455331,24
4345,15455332,25
4346,15455333,26
4347,15455334,27
4348,15455335,28
4349,15455336,29
4350,15455337,30
4351,15455338,1
4352,15455339,2
4353,15455340,3
4354,15455341,4
4355,15455342,5
4356,15455343,6
4357,15455344,7
4358,15455345,8
4359,15455346,9
4360,15455347,10
4361,15455348,11
4362,15455349,12
4363,15455350,13
4364,15455351,14
4365,15455352,15
4366,15455353,16
4367,15455354,17
4368,15455355,18
4369,15455356,19
4370,15455357,20
4371,15455358,21
4372,15455359,22
4373,15455360,23
4374,15455361,24
4375,15455362,25
4376,15455363,26
4377,15455364,27
4378,15455365,28
4379,15455366,29
4380,15455367,30
4381,15455368,1
4382,15455369,2
4383,15455370,3
4384,15455371,4
4385,15455372,5
4386,15455373,6
4387,15455374,7
4388,15455375,8
4389,15455376,9
4390,15455377,10
4391,15455378,11
4392,15455379,12
4393,15455380,13
4394,15455381,14
4395,15455382,15
4396,15455383,16
4397,15455384,17
4398,15455385,18
4399,15455386,19
4400,15455387,20
4401,15455388,21
4402,15455389,22
4403,15455390,23
4404,15455391,24
4405,15455392,25
4406,15455393,26
4407,15455394,27
4408,15455395,28
4409,15455396,29
4410,15455397,30
4411,15455398,1
4412,15455399,2
4413,15455400,3
4414,15455401,4
4415,15455402,5
4416,15455403,6
4417,15455404,7
4418,15455405,8
4419,15455406,9
4420,15455407,10
4421,15455408,11
4422,15455409,12
4423,15455410,13
4424,15455411,14
4425,15455412,15
4426,15455413,16
4427,15455414,17
4428,15455415,18
4429,15455416,19
4430,15455417,20
4431,15455418,21
4432,15455419,22
4433,15455420,23
4434,15455421,24
4435,15455422,25
4436,15455423,26
4437,15455424,27
4438,15455425,28
4439,15455426,29
4440,15455427,30
